WInfoID,daily,season,pm25,rainPrec,cloudCover,WindSpeed,relHumid,visibility,mean,routeID,locID,stationID
257,4/18/2020 10:07,Winter,277.4,,2.8,5.8,64.8,2.2,8.4,,divMym,IQAkhu21
258,10/28/2018 20:14,Spring,81.5,,32.7,1.3,72.44,1.7,4.4,,divChi,Purran23
259,10/21/2019 15:19,Winter,181.4,41.52,61.1,14.7,71.72,2.5,19.6,,divRaj,Purraj22
260,10/28/2018 22:10,Spring,56.3,,47.2,13.9,69.35,2.7,8.1,,divBar,EPAdha15
261,4/21/2020 22:58,Spring,76.1,,48.4,6.9,65.88,2.2,9.4,,divSyl,Purran22
262,10/21/2019 15:05,Summer,38.3,,63.5,9.2,64.75,2.5,12.5,,divKhu,Pursyl19
263,4/18/2020 10:09,Winter,32.5,,8.2,8.1,63.32,2.2,,,divMym,IQAkhu18
264,10/28/2018 22:31,Summer,14.5,,43.1,17.2,6.97,2.5,7.4,,divChi,Pursyl3
265,4/21/2020 22:18,Winter,214,13.86,75.2,11.4,76.35,2.6,17.7,,divDha,Pursyl16
266,10/21/2019 14:33,Winter,212,,62.7,9.2,73.42,2.5,9.4,,divKhu,Pursyl1
267,10/28/2018 22:22,Winter,149.6,,65.1,8.1,87.63,1,16.1,,divRaj,Purraj21
268,4/18/2020 8:20,Autumn,32,71.97,94.5,11.4,86.49,2.3,9.8,,divDha,EPAdha19
269,10/21/2019 13:34,Winter,179.8,,,9.2,62.98,1.9,1.1,,divRaj,IQAkhu3
270,10/21/2019 12:47,Spring,89.6,1.2,6.4,8.1,72.52,2.5,8,,divRaj,IQAmym19
271,4/21/2020 22:15,Spring,77.1,4.1,8.2,13.9,72.57,2.5,14.1,,divSyl,EPAchi21
272,4/18/2020 8:28,Winter,3.1,,57.8,13.9,68.68,2.5,4.8,,divBar,EPAchi10
273,10/21/2019 14:09,Winter,109,7,66.4,6.9,77.85,2.5,2.7,,divRan,Purraj23
274,10/28/2018 20:36,Winter,140.2,,33.7,8.1,7.1,2.5,15.3,,divKhu,IQAmym22
275,10/21/2019 15:00,Winter,147.6,,39.6,9.2,63.66,2.4,4.8,,divRan,IQAkhu19
276,10/28/2018 22:03,Autumn,25.7,,59.5,4.7,66.85,1.8,8.9,,divRan,EPAbar12
277,4/21/2020 22:40,Summer,43.8,,,11.4,6.42,2.3,33.9,,divRaj,Purran2
278,4/21/2020 21:24,Autumn,21.9,99.9,94,11.4,9.2,2.5,4.8,,divRaj,IQAmym13
279,4/18/2020 9:30,Autumn,115.2,,57.1,6.9,7.68,2.5,5.2,,divMym,IQAdha13
280,10/21/2019 13:29,Winter,202.7,63.95,88.9,13.9,86.9,2.4,5.6,,divRaj,Purran10
281,10/28/2018 21:46,Spring,318.4,2.9,76.4,17.2,84.71,2.5,7.5,,divRan,EPAchi15
282,10/28/2018 21:40,Summer,42,27.6,76.9,11.4,84.85,2.5,6.9,,divBar,EPAbar6
283,4/18/2020 10:43,Spring,44.6,,57.2,9.2,73.68,2.6,9.5,,divMym,EPAdha21
284,4/21/2020 22:22,Winter,146.2,1,62.2,11.4,75.2,2.6,4.5,,divChi,Purraj18
285,10/21/2019 12:44,Spring,43.2,94.5,72.3,5.8,85.28,2.4,1.4,,divChi,Pursyl3
286,10/21/2019 14:54,Spring,70.3,6.5,62.5,16.1,68.86,2.7,3,,divRaj,IQAkhu12
287,4/21/2020 22:09,Autumn,151.7,15.79,76.5,117.4,76.83,2.6,6,,divDha,Pursyl3
288,10/21/2019 14:35,Autumn,70.8,4.61,93,32.2,81.26,2.6,8.3,,divRan,EPAbar7
289,4/21/2020 20:53,Summer,12.8,,61.8,34.4,76.95,2.1,3.7,,divChi,IQAdha23
290,10/28/2018 21:55,Spring,157.7,,6.9,4.7,77.96,1.4,12.6,,divRaj,IQAkhu14
291,10/28/2018 21:15,Spring,81.4,47.2,92.9,26.4,85.25,2.5,8.3,,divKhu,Purraj4
292,4/21/2020 22:00,Spring,54.7,,6.2,17.2,68.85,2.5,4,,divKhu,Purraj21
293,10/28/2018 22:10,Spring,154.7,61.91,81.5,11.4,85.7,2.4,12.9,,divDha,IQAmym2
294,10/28/2018 20:28,Spring,57.2,,7.5,6.9,81.49,1.3,9.3,,divChi,Pursyl18
295,4/18/2020 9:45,Summer,52.6,,1.2,11.4,63.73,2,7.7,,divRaj,Purran7
296,4/18/2020 9:35,Autumn,73.3,29.66,48.7,2.8,67.72,2.3,6.7,,divDha,IQAkhu10
297,4/21/2020 20:42,Summer,29.9,,91.8,16.1,77.86,2.5,7.2,,divDha,EPAchi17
298,10/21/2019 14:14,Autumn,24.5,,64.6,11.4,76.55,2.2,11,,divKhu,IQAkhu8
299,10/21/2019 13:18,Winter,125.7,,24.3,9.2,85.93,0.6,14.8,,divBar,Pursyl20
300,4/21/2020 21:39,Summer,36.1,,47,6.9,72.3,2.7,7.8,,divBar,EPAdha17
301,4/21/2020 22:43,Spring,34.8,,11.4,11.4,62.9,2.2,9.2,,divRan,IQAmym23
302,10/28/2018 20:20,Autumn,109.1,,7.5,6.9,69.71,2.1,7.5,,divDha,EPAchi14
303,4/18/2020 8:14,Autumn,83,85.63,84,9.2,9.62,2.4,8.9,,divBar,EPAchi11
304,4/21/2020 21:35,Winter,142.2,6.96,69.2,13.9,82.52,2.4,1.8,,divRan,IQAdha6
305,10/21/2019 13:49,Summer,23,,13.4,5.8,68.8,2.1,13.4,,divMym,Pursyl11
306,10/28/2018 22:12,Spring,45.8,,1.5,1.3,57.46,2.2,13.2,,divBar,Pursyl14
307,4/21/2020 20:48,Summer,14.4,6.4,72,17.2,78.38,2.6,1.2,,divRaj,IQAmym11
308,10/28/2018 20:36,Autumn,34,,64.1,8.2,86.99,0.8,9.2,,divRaj,EPAbar23
309,10/21/2019 14:23,Summer,39.8,,39.3,32.2,65.7,2.3,7.1,,divKhu,IQAraj12
310,4/21/2020 22:09,Spring,59.9,,4.2,1.6,63.59,1.7,1.2,,divMym,EPAdha14
311,4/21/2020 21:23,Summer,38.3,,39.5,6.9,85.72,0.7,14,,divChi,EPAdha18
312,10/28/2018 20:01,Spring,66,,,1.3,6.58,2.1,8.7,,divBar,Pursyl18
313,4/21/2020 22:49,Spring,40.1,,68.8,17.2,73.17,2.7,12.3,,divMym,EPAchi9
314,4/21/2020 21:07,Autumn,48.8,,,6.1,67.93,2.1,15.4,,divDha,EPAdha6
315,4/18/2020 9:26,Winter,123.3,,8.6,11.4,47.43,2.7,15.9,,divRaj,IQAkhu1
316,4/18/2020 9:09,Summer,13.6,,61.8,18.3,71.28,2.4,4.4,,divDha,EPAbar21
317,10/21/2019 14:59,Autumn,79,1,54.7,15,66.87,2.6,1.1,,divBar,Purraj1
318,10/28/2018 20:19,Spring,47.3,,65.8,1.3,62.76,1.8,11.2,,divRaj,EPAbar17
319,4/18/2020 8:14,Spring,57,,8.9,4.7,69.59,2.3,,,divSyl,Purran6
320,10/28/2018 20:27,Spring,94.2,,1,9.2,62.23,2.2,8.8,,divKhu,IQAkhu18
321,4/18/2020 9:43,Spring,89.4,,3,12.7,61.86,2.3,,,divChi,Pursyl18
322,4/18/2020 9:17,Winter,157,,2.9,1.3,55.6,2.4,,,divRaj,EPAchi19
323,10/28/2018 20:39,Spring,55.5,,36.2,3.6,69.59,1.6,5.5,,divChi,IQAraj15
324,10/21/2019 14:10,Winter,193.9,,3.7,9.2,62.49,2.2,6.7,,divSyl,IQAdha1
325,10/28/2018 21:22,Autumn,34.7,12.99,73.5,11.4,8.4,2.7,6.6,,divKhu,IQAmym12
326,10/21/2019 15:11,Winter,220.3,21.6,83.8,17.2,76.69,2.5,6,,divKhu,EPAchi23
327,4/18/2020 9:54,Winter,174.5,,17,1.3,67.9,2.4,1.2,,divRaj,IQAraj1
328,4/18/2020 9:25,Winter,266.6,4.19,61.9,11.4,77.5,2.6,7.4,,divKhu,EPAdha9
329,4/18/2020 10:13,Spring,106,22.18,79,13.5,79.41,2.5,1.6,,divMym,EPAdha1
330,4/21/2020 20:48,Spring,118.8,,22.3,8.1,75.93,1.4,7.2,,divDha,EPAchi19
331,4/21/2020 22:47,Summer,30.3,,59.9,2.8,76.52,2.5,9.2,,divMym,EPAdha21
332,10/28/2018 20:45,Autumn,28.6,49.58,8.5,18.3,74.49,2.6,11.9,,divSyl,IQAmym4
333,10/28/2018 21:37,Summer,22.5,,3.5,9.2,62.47,1.9,12.1,,divBar,Purran2
334,10/28/2018 21:35,Summer,28.7,,51.1,5.8,74.7,2.6,9,,divSyl,EPAbar13
335,10/21/2019 14:35,Summer,49.7,,31.2,6.9,78.78,1.3,,,divRan,Pursyl7
336,10/21/2019 13:17,Summer,24.3,,14.8,12.8,58.67,2.2,15.5,,divMym,EPAbar13
337,4/21/2020 21:36,Winter,116.1,,6.8,5.8,66.33,2.2,9.2,,divRaj,Purran9
338,4/21/2020 21:57,Summer,27.8,,24.3,6.9,76.57,1.1,5.2,,divSyl,EPAbar8
339,4/18/2020 10:09,Spring,44.6,4,57.5,8.1,74.24,2.6,1.8,,divSyl,Pursyl14
340,4/21/2020 22:24,Autumn,44.5,,6.4,3.6,71.21,2.1,5.1,,divSyl,IQAdha20
341,10/28/2018 22:35,Spring,58.7,,36.2,11.4,63.17,2.6,11.5,,divRaj,EPAbar15
342,4/18/2020 8:15,Spring,101,,27.2,5.8,83.27,1.1,1.6,,divKhu,EPAbar23
343,10/21/2019 15:22,Autumn,21.2,39.36,83.2,13.9,88.75,2.6,9,,divRaj,EPAdha12
344,4/21/2020 23:04,Winter,271.3,,6.4,11.4,72.33,2.6,7,,divKhu,Purran6
345,4/18/2020 10:28,Winter,153.9,63.55,42.4,18.3,69.35,2.7,9.5,,divRan,IQAkhu12
346,4/21/2020 21:36,Spring,31.2,8.42,92.8,16.1,9.93,2.2,4.8,,divRan,EPAchi20
347,10/28/2018 21:54,Summer,27.9,,3.9,4.7,65.77,2.7,15.2,,divRaj,IQAmym17
348,10/28/2018 20:04,Autumn,71.6,,47.3,6.9,72.65,2.5,14.7,,divChi,Purran7
349,4/21/2020 22:37,Winter,198.3,,,1.3,56.96,2.4,8.6,,divDha,Purraj8
350,10/28/2018 20:16,Summer,28.2,43.73,66,17.2,8.71,2.6,5.5,,divRan,EPAchi7
351,10/28/2018 20:42,Autumn,101.3,,4.6,9.2,66.93,2.5,18.7,,divChi,IQAkhu22
352,10/21/2019 13:48,Autumn,32.9,,39.1,11.4,56.1,2.5,19.8,,divRaj,Purran21
353,4/18/2020 8:53,Summer,57.8,45.54,85.4,18.3,83.52,2.5,17.8,,divBar,EPAchi18
354,10/21/2019 13:41,Spring,120.7,,53.7,6.9,77.38,2,24.1,,divKhu,EPAbar13
355,4/18/2020 10:18,Summer,50.9,,65.7,11.4,76.96,2.4,12.4,,divDha,EPAchi7
356,10/28/2018 21:26,Winter,135.9,31.6,74.5,16.1,77.49,2.6,8.5,,divDha,IQAkhu9
357,4/21/2020 22:09,Spring,52.4,,,11.4,54.21,2.2,,,divRan,Purraj20
358,10/21/2019 13:35,Spring,106.2,19.7,77.2,12.8,74.98,2.4,12.9,,divKhu,Pursyl3
359,10/28/2018 20:14,Autumn,71.5,44.3,46.7,18.3,66.94,2.6,2.7,,divDha,EPAbar12
360,4/18/2020 8:09,Summer,31.4,,,9.2,61.37,2,14.4,,divRan,Pursyl11
361,10/21/2019 15:01,Winter,130.7,,65.3,11.4,68.49,2.3,26.3,,divKhu,EPAdha2
362,4/18/2020 9:40,Winter,151,15.6,68.5,16.1,7.43,2.5,12.6,,divBar,IQAraj11
363,4/21/2020 21:20,Spring,31.8,,7.8,9.2,66.33,2,29.4,,divRaj,Purraj16
364,10/21/2019 12:43,Spring,135,,52.6,11.4,7.15,2.2,17.5,,divSyl,IQAkhu1
365,10/28/2018 21:47,Autumn,146.1,,68.6,17.2,8.38,2.4,,,divRan,IQAdha2
366,4/18/2020 10:08,Summer,25.8,5.59,68.4,13.9,82.34,2.5,15.8,,divBar,IQAdha13
367,10/21/2019 13:24,Autumn,72.8,17.8,65.8,11.4,77.5,2.6,5.8,,divBar,IQAmym15
368,4/18/2020 10:31,Autumn,50.3,,19.1,16.1,54.91,2.5,,,divRaj,IQAkhu5
369,4/18/2020 8:07,Autumn,13,,0.2,1.3,58.3,2.4,11.6,,divMym,IQAkhu8
370,4/21/2020 21:40,Autumn,70.5,,,13.9,5.71,2.3,1.5,,divChi,IQAkhu13
371,10/21/2019 15:00,Winter,205.5,5,57,9.2,72.13,2.6,,,divRaj,Purran15
372,4/21/2020 22:58,Summer,25.1,,4.6,6.4,58.96,2.6,7.5,,divChi,IQAmym7
373,4/18/2020 9:22,Autumn,18.5,,34.1,6.9,58.35,2.7,14.5,,divBar,IQAmym7
374,10/28/2018 22:17,Summer,43.9,,16.2,6.9,72.52,1.8,1.5,,divDha,IQAdha18
375,4/18/2020 9:44,Spring,108.5,,16.9,11.4,63.8,2.3,12.5,,divMym,EPAchi23
376,4/18/2020 8:33,Spring,36.7,,7.6,5.2,82.51,0.9,12.9,,divMym,IQAdha4
377,10/28/2018 20:56,Winter,187.6,,35.1,6.9,68.87,2,15.3,,divChi,Pursyl13
378,10/28/2018 21:32,Summer,49.8,19.65,84.3,17.2,86.95,2.6,9,,divBar,IQAkhu8
379,10/28/2018 21:45,Winter,186,,17.3,9.2,73.24,2.2,9.3,,divChi,IQAdha14
380,4/21/2020 21:56,Spring,64,,16.5,6.9,61.97,2.4,2,,divBar,IQAdha23
381,4/21/2020 21:28,Autumn,40.3,,42.3,11.4,59.4,2.4,1.4,,divSyl,Purraj11
382,10/28/2018 20:14,Autumn,96,,3.8,18.3,61.72,2.5,5,,divRan,IQAkhu5
383,10/28/2018 21:38,Winter,227,,,1.3,61.31,2.1,13.9,,divRaj,Purran17
384,4/18/2020 10:46,Spring,119,13.71,72.7,17.2,72.41,2.6,14.2,,divRan,IQAkhu17
385,10/21/2019 14:39,Summer,8.3,,58.7,4.7,82.53,0.9,1.9,,divSyl,EPAbar11
386,4/21/2020 22:07,Summer,17.8,,35.2,11.4,55.3,2.5,11.7,,divChi,IQAkhu13
387,4/18/2020 8:21,Autumn,17.2,19.65,59,1.3,72.64,2.6,14.1,,divMym,Pursyl11
388,10/21/2019 13:57,Winter,53.2,15.91,74.4,6.9,75.74,2.6,7,,divChi,EPAbar20
389,10/28/2018 21:27,Autumn,40.9,,44.1,9.2,7.21,2.7,8.1,,divSyl,Purran12
390,10/21/2019 15:04,Spring,42.4,,,8.1,63.85,2,8.7,,divSyl,Purraj16
391,4/21/2020 22:12,Spring,64.1,44,75.2,16.1,79.49,2.5,6.5,,divMym,IQAkhu23
392,4/18/2020 9:00,Summer,42.1,17.62,41.7,23,66.92,2.5,9,,divBar,EPAbar11
393,4/21/2020 21:17,Spring,143.8,,1.2,8.1,66.31,2.5,6.6,,divDha,Purraj3
394,4/18/2020 10:46,Spring,47.6,,,6.9,62.95,2.2,3.9,,divDha,EPAdha6
395,10/21/2019 14:01,Summer,18.9,1.2,41.9,9.2,7.4,2.7,13.7,,divMym,EPAchi17
396,10/21/2019 12:51,Spring,55.7,12.55,61.4,11.4,74.42,2.7,13.6,,divBar,IQAkhu2
397,10/21/2019 13:18,Summer,15.3,,9.4,11.4,85.29,2.4,1.6,,divKhu,IQAkhu10
398,10/21/2019 14:58,Spring,72.8,,67,11.4,65.28,2.6,19.3,,divDha,EPAchi10
399,4/18/2020 9:41,Spring,52.1,,,8.1,63.9,1.8,8.5,,divBar,Pursyl13
400,10/21/2019 12:49,Summer,24,,52.5,11.4,71.4,2.6,4.4,,divBar,IQAmym7
401,10/21/2019 13:37,Winter,251.6,119.8,92.6,23,82.78,2.5,12.7,,divSyl,EPAchi9
402,4/18/2020 8:59,Summer,10.5,,2.3,8.1,6.25,2,11.2,,divRan,Purraj22
403,10/28/2018 22:37,Autumn,36.7,12.81,7.1,9.2,79.19,2.6,4.7,,divChi,IQAdha18
404,4/21/2020 21:25,Summer,50.8,,85.8,23,71.33,2.4,9.9,,divBar,EPAbar7
405,4/18/2020 9:23,Winter,176.3,12,68,4.7,77.48,2.5,6.4,,divSyl,IQAdha2
406,10/28/2018 22:35,Winter,146.8,,65.3,18.3,77.56,2.1,16.3,,divMym,IQAmym2
407,4/21/2020 23:09,Summer,12.8,42.5,76.2,15,76.84,2.6,4.8,,divBar,IQAkhu6
408,4/21/2020 20:41,Summer,37.6,,46.1,6.9,76.11,2.6,15.6,,divKhu,Purran12
409,10/21/2019 13:11,Spring,31.4,,14.8,9.2,57.57,2.3,11.1,,divRan,IQAdha21
410,10/28/2018 20:11,Summer,36,4.97,61.7,13.9,73.99,2.6,6.5,,divDha,Pursyl22
411,4/18/2020 8:38,Autumn,190,14.58,62,16.1,78.79,2.5,5,,divBar,Purran23
412,4/18/2020 9:39,Winter,122.6,76.3,67.1,11.4,73.94,2.5,4.6,,divChi,Pursyl4
413,10/21/2019 13:14,Winter,144.8,57.2,96.4,15,92.38,2,6.2,,divSyl,Pursyl8
414,4/21/2020 22:12,Autumn,29.3,,8.1,6.9,65.25,1.7,7.1,,divBar,Purraj18
415,4/21/2020 21:05,Winter,158,,5.6,8.1,63.15,2,9.6,,divMym,IQAmym20
416,4/18/2020 8:49,Autumn,177.3,9,59.5,9.2,78.79,2.3,1.3,,divRaj,EPAdha20
417,10/28/2018 21:09,Autumn,41.4,,26.7,17.2,67.27,2.6,9.2,,divRan,EPAchi15
418,4/18/2020 10:33,Spring,69.9,176.24,72.4,11.4,85.9,2.6,11.6,,divKhu,EPAdha2
419,10/28/2018 21:27,Autumn,47.2,25.8,76,8.1,79.64,2.3,21.4,,divBar,Pursyl18
420,4/18/2020 10:21,Spring,50.6,,55.9,8.1,84.84,0.9,5.4,,divBar,IQAkhu17
421,10/28/2018 21:36,Summer,30.5,0.4,39.5,11.4,67.9,2.7,18.6,,divKhu,IQAmym16
422,4/18/2020 8:44,Summer,23,9.29,62.9,13.9,76.31,2.6,18.1,,divDha,EPAchi22
423,10/21/2019 13:06,Autumn,33.5,,,11.4,57.43,2.5,11.4,,divRaj,Purraj7
424,4/18/2020 10:29,Summer,24.8,,72.7,19.7,7,2.5,6.2,,divRan,Purran17
425,10/28/2018 22:07,Winter,205,,3,6.9,79.9,1.2,5.7,,divKhu,IQAkhu17
426,4/21/2020 21:20,Autumn,69.9,4.56,74.4,13.9,77.63,2.6,14.2,,divRaj,Pursyl6
427,4/21/2020 21:33,Summer,50.8,16.37,71.7,9.2,74.59,2.6,13.5,,divRan,Pursyl17
428,10/21/2019 13:34,Autumn,10.3,,95.1,11.4,87.32,2.2,7.5,,divRan,IQAraj16
429,4/21/2020 21:42,Summer,24.4,21.33,91.6,16.1,88.47,2.3,11.3,,divDha,IQAdha1
430,10/28/2018 21:28,Autumn,111,41.7,73.9,11.4,76.32,2.5,2.5,,divRaj,IQAkhu14
431,4/21/2020 22:43,Autumn,138,,18.6,6.9,71.36,2.5,11.7,,divMym,IQAraj11
432,10/21/2019 15:08,Autumn,82.8,,,34.4,59.98,2.3,13.3,,divSyl,Purraj22
433,4/21/2020 22:48,Spring,47.8,2.55,74.8,23,78.95,2.6,11.6,,divRan,EPAdha17
434,4/18/2020 9:00,Summer,28.2,,72,15,73.1,2.6,6.1,,divChi,Purran10
435,4/18/2020 9:22,Winter,177.8,,28.9,1.3,71.96,1.9,8.1,,divSyl,EPAdha18
436,10/21/2019 12:58,Spring,169.8,,1.3,8.1,51.12,2.4,11,,divSyl,IQAmym22
437,10/28/2018 21:45,Spring,70,32.2,46.3,6.9,73.86,2.6,6.6,,divKhu,EPAdha17
438,10/21/2019 13:21,Spring,31.1,,21.1,9.2,7.78,2.6,5.1,,divRan,IQAkhu23
439,4/18/2020 10:24,Winter,122.8,,2.3,5.8,73.12,2.3,8.3,,divRaj,IQAraj15
440,10/28/2018 20:11,Winter,126.7,0.7,6.1,13.9,62.38,2.4,8.4,,divSyl,IQAmym17
441,10/28/2018 21:29,Summer,34.4,,2.1,9.2,62.8,2,7.2,,divMym,EPAchi9
442,4/21/2020 21:48,Winter,146.5,,,9.2,53.23,2.4,4.3,,divDha,IQAmym9
443,4/18/2020 9:20,Winter,233.5,0.8,68.4,9.2,76.5,2.6,13.3,,divRan,EPAdha18
444,10/28/2018 21:25,Spring,40.2,23.82,79.3,152.1,8.62,2.6,11.1,,divChi,Purraj6
445,10/21/2019 13:08,Spring,33.7,,59.1,23,62.45,2.4,9.5,,divChi,Purran20
446,10/28/2018 20:56,Autumn,127.8,,27.1,6.9,72.17,2.2,5.8,,divChi,EPAchi2
447,4/21/2020 23:03,Spring,84,0.4,52.1,11.4,7.22,2.5,6.5,,divRaj,IQAdha3
448,4/18/2020 9:30,Summer,26.8,48.53,86.7,17.2,85.57,2.4,1.2,,divBar,Purran21
449,4/21/2020 22:43,Autumn,47.8,,11.4,5.8,76.74,1.5,1.4,,divDha,Purran12
450,4/21/2020 20:46,Autumn,90.7,,62.4,11.4,64.67,2.4,9.7,,divDha,EPAchi21
451,10/28/2018 22:37,Spring,59.1,11.97,78.6,4.3,79.19,2.5,8.6,,divDha,IQAkhu17
452,4/21/2020 21:33,Spring,60.5,,,6.9,66.1,2.3,17.47916667,,divKhu,Purran5
453,10/21/2019 14:10,Spring,70.4,,13.4,11.4,65.2,2.3,22.98333333,,divRaj,Pursyl17
454,4/18/2020 10:23,Winter,180.8,,29,9.2,67.63,1.8,16.34166667,,divChi,IQAmym8
455,10/28/2018 22:03,Autumn,38.2,,4.2,9.2,57.1,2.7,3.66869565,,divMym,IQAkhu21
456,10/28/2018 21:59,Summer,31,6.9,85.1,9.2,77.63,2.5,7.783333333,,divMym,EPAbar6
457,4/21/2020 21:55,Spring,87.4,,0.1,13.9,54.8,2.7,13.7416667,,divKhu,Purran22
458,4/18/2020 10:40,Winter,269.9,115.2,75.9,11.4,79.39,2.4,8.483333333,,divRaj,IQAmym10
459,4/21/2020 22:26,Autumn,136.7,,17.7,9.2,58.17,2.4,6.17833333,,divRan,IQAdha8
460,4/21/2020 22:23,Summer,35.3,1.66,94.7,11.4,91.9,2.1,15.375,,divRan,Purran10
461,4/18/2020 10:38,Spring,156,1,47,9.2,72.62,2.6,12.51666667,,divBar,IQAdha1
462,4/18/2020 8:17,Spring,87.9,0.4,47.9,9.2,71.7,2.8,17.54583333,,divMym,EPAbar22
463,10/28/2018 22:14,Winter,128,,5.9,9.2,68.94,2.6,7.142857143,,divRan,IQAraj11
464,10/21/2019 14:14,Spring,76.2,5.4,71.5,1.3,77.2,2.5,1.24166667,,divSyl,Purran17
465,10/21/2019 13:11,Winter,289.4,,5,5.8,64.21,2.6,16.38333333,,divRaj,EPAbar20
466,4/18/2020 9:54,Winter,147.2,,35.1,6.9,7.34,2.5,35.87916667,,divSyl,Purraj9
467,4/21/2020 21:17,Summer,76.5,14.78,74.3,18.3,8.46,2.5,25.7416667,,divRan,EPAchi9
468,4/21/2020 22:54,Summer,16,,57.1,1.3,7.26,1.9,8.55,,divMym,Purraj12
469,4/18/2020 9:37,Winter,223,,23.4,8.1,68.53,2.4,11.7,,divDha,Purraj6
470,10/21/2019 13:30,Spring,79.2,6.79,52.7,13.9,76.41,2.5,23.9166667,,divDha,Pursyl6
471,10/21/2019 14:28,Summer,58.8,,12.3,3.6,66.61,2.1,18.1783333,,divChi,Purran7
472,4/21/2020 21:27,Autumn,19.3,34.55,58.2,9.2,74.21,2.6,15.225,,divKhu,IQAdha8
473,10/21/2019 14:01,Winter,190.1,32.37,85.1,11.4,82.89,2.5,13.74166667,,divBar,Pursyl13
474,4/18/2020 8:49,Spring,67,,7.4,8.1,69.26,1.6,9.375,,divDha,IQAdha5
475,4/18/2020 10:32,Summer,35.2,,71.7,11.4,72.69,2.7,9.383333333,,divBar,Purraj4
476,10/21/2019 12:43,Autumn,45.7,,19.9,8.1,52.35,2.6,12.77916667,,divBar,IQAkhu15
477,4/21/2020 21:44,Summer,23.6,,22.8,6.9,82.17,0.7,4.333333333,,divBar,IQAdha2
478,10/21/2019 14:15,Spring,26.6,,6.6,8.1,68.73,2.2,6.466666667,,divRan,Purraj23
479,4/21/2020 23:11,Winter,181.9,0.21,54.3,11.4,73.13,2.7,12.45416667,,divChi,EPAbar6
480,4/21/2020 22:18,Spring,182.3,27.7,69,13.9,76.76,2.6,6.3375,,divBar,IQAraj15
481,4/18/2020 10:30,Spring,67.6,,,9.2,66.97,1.8,5.7625,,divRan,IQAmym2
482,4/18/2020 10:25,Spring,111.3,,65.4,11.4,64.61,2.5,6.4,,divRaj,IQAraj12
483,4/18/2020 8:48,Winter,157.1,13.85,8.2,49.4,71.86,2.6,6.28333333,,divMym,Pursyl16
484,10/28/2018 20:52,Winter,166.6,,61.7,13.9,66.7,2.3,6.279166667,,divRaj,EPAbar18
485,4/18/2020 9:45,Summer,4.8,17.2,64.5,6.9,76.79,2.6,6.975,,divRaj,IQAdha14
486,4/18/2020 8:14,Autumn,137.2,,42.7,9.2,56.47,2.4,7.375,,divDha,Purraj15
487,10/21/2019 14:46,Winter,186.8,,5.1,11.4,68.69,2.5,16.3875,,divRan,Pursyl9
488,4/21/2020 21:10,Spring,44.2,44.13,71.6,2.8,79.65,2.4,23.33333333,,divRan,Purran11
489,10/21/2019 15:22,Summer,26.4,,42.7,13.9,67.12,2.5,12.55833333,,divKhu,IQAmym18
490,10/21/2019 14:37,Winter,101.4,,76.7,16.1,69.9,2.7,5.55,,divDha,IQAkhu20
491,10/28/2018 20:39,Autumn,56.5,,7.3,5.2,7.79,2,6.529166667,,divRaj,Purraj15
492,10/21/2019 13:09,Winter,107.9,16.49,79.8,13.9,8.34,2.5,1.75,,divBar,EPAchi19
493,4/18/2020 10:09,Autumn,75.3,6.62,67.1,11.4,75.97,2.6,18.6833333,,divBar,Purran19
494,4/21/2020 22:00,Spring,24.4,,4.6,15,55.97,2.5,8.7125,,divChi,EPAchi4
495,4/21/2020 21:49,Winter,180.8,0.51,56.6,13.9,72.28,2.1,5.8625,,divSyl,Pursyl5
496,10/28/2018 21:17,Spring,80.2,,,6.9,56.75,2.3,6.28333333,,divChi,Pursyl2
497,4/21/2020 22:38,Winter,320.4,6.17,82.6,11.4,83.38,2.5,4.779166667,,divKhu,IQAmym20
498,10/21/2019 14:39,Winter,208.3,8.4,4.3,9.2,59.44,2.5,9.4625,,divDha,Purraj7
499,4/21/2020 21:28,Summer,48.2,6.5,61.5,6,79.68,2.4,13.79166667,,divSyl,EPAchi17
500,10/21/2019 14:25,Spring,22.2,27.3,78.3,23,74.1,2.6,13.37916667,,divSyl,IQAdha9
501,4/18/2020 8:50,Spring,44.6,13.12,64.3,13.9,7.77,2.7,17.59583333,,divRan,Pursyl13
502,4/18/2020 9:59,Spring,47.5,,26.7,6.9,67.58,2.4,22.3375,,divMym,Purran5
503,10/21/2019 12:51,Winter,204.8,1,66.7,11.4,74.5,2.6,17.75,,divChi,Pursyl4
504,10/21/2019 14:35,Summer,35.3,53.14,73.1,11.4,83.93,2.6,15.4625,,divMym,EPAdha21
505,4/21/2020 21:29,Winter,125.8,,,1.3,75.9,1.6,7.341666667,,divRaj,EPAdha11
506,10/28/2018 20:08,Summer,26.6,23.37,77.1,13.9,8.8,2.6,4.258333333,,divBar,EPAbar18
507,10/21/2019 15:07,Spring,71.1,,77.6,12.8,81.7,2.3,7.379166667,,divRaj,Purran15
508,4/18/2020 8:13,Spring,64.5,,,9.2,77.23,1.6,8.733333333,,divSyl,Pursyl5
509,10/21/2019 14:54,Spring,51.6,14.9,7.8,13.9,72.14,2.7,12.52916667,,divBar,EPAdha19
510,10/21/2019 12:52,Spring,60.7,,29.5,11.4,69.82,1.9,12.5416667,,divRaj,IQAmym5
